words,weights,weights-arctan
something,-0.12857142857142856,-0.12786991855999985
twice,-0.3333333333333333,-0.3217505543966422
before,0.1623931623931624,0.16098781377080748
legitimate,-1.0,-0.7853981633974483
reason,-0.2631578947368421,-0.25732371497108864
body,-0.0196078431372549,-0.019605330857204686
cam,-1.0,-0.7853981633974483
public,0.024390243902439025,0.024385409172718538
see,0.08978328173374613,0.08954319308088872
shame,-0.08695652173913042,-0.08673833867598511
brine,-1.0,-0.7853981633974483
seem,-0.20141342756183744,-0.19875425466598048
horny,-1.0,-0.7853981633974483
male,0.09090909090909093,0.09065988720074512
college,-0.8181818181818182,-0.6857295109062863
student,-0.3333333333333333,-0.3217505543966422
courage,-1.0,-0.7853981633974483
pursue,0.3333333333333333,0.3217505543966422
love,0.1388888888888889,0.13800602365751946
rape,0.2380952380952381,0.23374318086890145
potential,0.0,0.0
lover,0.6666666666666666,0.5880026035475675
disgusting,-0.25,-0.2449786631268641
act,-0.2087912087912088,-0.2058341781041252
moral,0.14285714285714285,0.1418970546041639
corruption,-0.25,-0.2449786631268641
trauma,0.2,0.1973955598498808
female,0.4736842105263158,0.4423742229767449
victim,0.2676056338028169,0.26147881571224924
safe,0.023809523809523808,0.023805026185069945
again,-0.26666666666666666,-0.26060239174734096
hope,0.17757009345794392,0.17573829668536678
sentence,0.16666666666666666,0.16514867741462685
jail,0.4,0.3805063771123649
long,-0.045871559633027525,-0.04583942588111678
through,0.19753086419753085,0.1950202674049213
sad,0.23376623376623376,0.2296424422851347
iraqi,0.5294117647058824,0.486899231811269
future,-0.15384615384615385,-0.15264932839526515
uncertain,1.0,0.7853981633974483
hard,0.08571428571428573,0.08550529367820464
find,0.0,0.0
job,0.0,0.0
economy,0.07692307692307693,0.07677189126977804
than,0.12280701754385966,0.12219517069135505
only,0.07291666666666667,0.07278784860392512
imagine,0.3333333333333333,0.3217505543966422
difficult,0.2352941176470588,0.2310906671958971
must,0.2388059701492537,0.2344156757238108
sorry,-0.14285714285714285,-0.1418970546041639
dakotas,1.0,0.7853981633974483
parent,0.3411764705882353,0.3287926915049544
adult,0.44,0.414506874584786
split,0.0,0.0
one,0.019189765458422176,0.019187410453585144
unfortunate,0.0967741935483871,0.0964737751825869
could,-0.09243697478991596,-0.0921750375564618
work,0.17365269461077845,0.17193809782374486
still,0.05084745762711865,0.050803704058221655
remain,0.8333333333333334,0.6947382761967033
civil,0.0,0.0
around,-0.037037037037037035,-0.037020115873930025
kid,0.032679738562091505,0.03266811240191572
romantically,1.0,0.7853981633974483
mean,0.02127659574468085,0.021273386024061203
will,-0.09486166007905138,-0.0945786416333336
wear,0.05882352941176471,0.05875582271572269
violence,0.2692307692307692,0.2629947316809195
over,-0.0196078431372549,-0.019605330857204686
politic,-0.16129032258064516,-0.15991312315821926
upsetting,0.29411764705882354,0.2860514417173182
easy,-0.17391304347826084,-0.17219081452293902
grant,0.0,0.0
lucky,0.16666666666666666,0.16514867741462685
worry,-0.06451612903225806,-0.06442683942555355
kill,0.09019607843137256,0.08995267374014891
daily,0.2857142857142857,0.2782996590051113
basis,-0.42857142857142855,-0.4048917862850834
government,0.006993006993006993,0.006992893005333328
democratic,0.3333333333333333,0.3217505543966422
voice,0.0,0.0
case,0.08108108108108109,0.0809040991552306
almost,0.3,0.2914567944778671
everyone,-0.0297029702970297,-0.02969423960690952
opinion,-0.4444444444444444,-0.41822432957922906
hilary,-1.0,-0.7853981633974483
clinton,0.5555555555555556,0.5070985043923371
donald,-0.2558139534883721,-0.2504430896113519
trump,-0.3333333333333333,-0.3217505543966422
many,0.15950920245398773,0.1581766788297837
expect,-0.14285714285714285,-0.1418970546041639
win,-0.2653061224489796,-0.25933174440068485
here,-0.11267605633802814,-0.1122028149972544
political,0.09090909090909093,0.09065988720074512
scandal,-1.0,-0.7853981633974483
unfold,-0.2,-0.1973955598498808
continue,-0.060606060606060615,-0.060532019782107135
unravel,-1.0,-0.7853981633974483
agree,-0.2083333333333333,-0.2053953891897674
benghazi,-1.0,-0.7853981633974483
investigation,0.42857142857142855,0.4048917862850834
end,-0.0743801652892562,-0.07424345165158135
world,0.02307692307692308,0.023072827890143924
hunger,1.0,0.7853981633974483
large,0.4705882352941176,0.4398425828157362
especially,0.2608695652173913,0.2551823906208184
like,-0.04667609618104668,-0.0466422433395516
waste,0.0,0.0
pass,0.15789473684210525,0.15660187698201536
street,-0.15789473684210525,-0.15660187698201536
simply,0.03225806451612903,0.03224688243525392
eat,0.037037037037037035,0.037020115873930025
heartbreake,-0.07692307692307693,-0.07677189126977804
suffer,0.2,0.1973955598498808
option,0.0,0.0
amazing,0.043478260869565216,0.04345089539153084
overweight,-1.0,-0.7853981633974483
obese,0.0,0.0
believe,-0.07547169811320754,-0.07532889082834011
wasteful,-1.0,-0.7853981633974483
lot,-0.08045977011494253,-0.08028681528301647
then,-0.14285714285714285,-0.1418970546041639
throw,-0.1851851851851852,-0.18311081726248413
away,0.1485148514851485,0.14743716412793806
too,0.06532663316582915,0.06523394175231864
belong,-0.6666666666666666,-0.5880026035475675
wish,-0.10344827586206896,-0.10308160852270024
donate,0.2380952380952381,0.23374318086890145
restaurant,-1.0,-0.7853981633974483
unused,-1.0,-0.7853981633974483
homeless,-0.6666666666666666,-0.5880026035475675
shelter,0.5,0.4636476090008061
crazy,-0.2553191489361702,-0.24997862146082245
story,0.0,0.0
facet,-1.0,-0.7853981633974483
oh,0.21739130434782608,0.2140606835638215
my,0.3333333333333333,0.3217505543966422
god,0.3548387096774194,0.34097895349634944
hand,0.08771929824561403,0.0874953408023913
support,0.060606060606060615,0.060532019782107135
eye,-0.2307692307692308,-0.2267988480538859
death,0.10869565217391304,0.10827059086045604
penalty,-0.2,-0.1973955598498808
blind,0.0,0.0
someone,-0.1176470588235294,-0.11710874456686428
where,-0.11731843575418995,-0.1167845954696274
woman,0.12222222222222222,0.12161902326134658
struggle,0.07692307692307693,0.07677189126977804
justice,0.2682926829268293,0.26211984126547283
system,-0.03448275862068965,-0.034469100999508014
develop,-0.3333333333333333,-0.3217505543966422
year,0.05945945945945946,0.059389536192361314
old,0.24210526315789474,0.23753463189561275
irl,-1.0,-0.7853981633974483
wrong,0.04878048780487805,0.04874185130993159
guy,-0.18181818181818185,-0.17985349979247828
america,0.13580246913580246,0.1349767498539234
right,0.0099009900990099,0.009900666587988572
condemn,-0.75,-0.6435011087932844
action,-0.13725490196078433,-0.13640260440094745
entirely,-0.75,-0.6435011087932844
different,0.02564102564102564,0.02563540852167748
necrotize,1.0,0.7853981633974483
faucitis,1.0,0.7853981633974483
scary,-0.14285714285714285,-0.1418970546041639
tiny,0.2,0.1973955598498808
cut,0.125,0.12435499454676145
disease,0.4634146341463415,0.4339533693938966
high,0.1111111111111111,0.11065722117389563
likelihood,1.0,0.7853981633974483
similar,0.2631578947368421,0.25732371497108864
bacteria,-0.5714285714285714,-0.5191461142465229
call,0.2054794520547945,0.20265866914747613
naegleria,1.0,0.7853981633974483
fowlery,1.0,0.7853981633974483
nostril,1.0,0.7853981633974483
basically,-0.14285714285714285,-0.1418970546041639
brain,-0.2857142857142857,-0.2782996590051113
nature,-0.05555555555555555,-0.05549850524571683
metal,0.6666666666666666,0.5880026035475675
totally,-0.17647058823529413,-0.17467219900823971
protester,0.5,0.4636476090008061
trouble,-0.037037037037037035,-0.037020115873930025
oil,0.1,0.09966865249116204
pipeline,0.29411764705882354,0.2860514417173182
michigan,0.6,0.5404195002705842
foist,1.0,0.7853981633974483
local,0.07142857142857142,0.07130746478529032
community,0.09523809523809523,0.09495170634275632
without,0.07894736842105263,0.0787839609891438
whether,-0.21428571428571427,-0.21109333322274654
adequate,1.0,0.7853981633974483
study,0.3125,0.3028848683749714
leak,-0.14285714285714285,-0.1418970546041639
pollution,0.25,0.2449786631268641
important,0.3636363636363637,0.3487710035839069
thing,-0.11374407582938388,-0.11325731931870985
life,0.261455525606469,0.2557309369179654
money,-0.11864406779661014,-0.11809202841909396
confused,0.0,0.0
multiple,0.06666666666666668,0.06656816377582381
mush,1.0,0.7853981633974483
together,0.19047619047619047,0.18822150530477075
perturb,0.0,0.0
lady,0.3684210526315789,0.35299038782691045
ridiculous,-0.3125,-0.3028848683749714
weigh,0.6,0.5404195002705842
pound,0.6666666666666666,0.5880026035475675
obviously,-0.15789473684210525,-0.15660187698201536
calorie,1.0,0.7853981633974483
diet,1.0,0.7853981633974483
weight,0.8,0.6747409422235527
scale,1.0,0.7853981633974483
tell,0.06306306306306306,0.06297966243294455
measure,-0.2857142857142857,-0.2782996590051113
tape,-0.2,-0.1973955598498808
mexican,-0.42857142857142855,-0.4048917862850834
horrifying,0.5,0.4636476090008061
pull,-0.16666666666666666,-0.16514867741462685
soldier,0.29411764705882354,0.2860514417173182
stop,-0.13821138211382114,-0.13734127746693392
target,0.25,0.2449786631268641
hate,-0.011235955056179777,-0.011235482257962727
longer,-0.25925925925925924,-0.2536740961386427
inflict,0.3333333333333333,0.3217505543966422
damage,0.07692307692307693,0.07677189126977804
troop,0.09090909090909093,0.09065988720074512
air,0.07317073170731707,0.07304056530311932
potentially,-0.16666666666666666,-0.16514867741462685
link,0.0,0.0
increase,0.0,0.0
young,0.22388059701492533,0.22024872339068904
often,-0.1851851851851852,-0.18311081726248413
account,-0.2972972972972973,-0.28897540999256643
fossil,-0.5,-0.4636476090008061
fuel,0.05882352941176471,0.05875582271572269
company,-0.09375,-0.09347678115858947
society,0.1111111111111111,0.11065722117389563
praise,-1.0,-0.7853981633974483
create,0.12,0.11942892601833845
use,-0.045977011494252866,-0.04594465580811971
tax,-0.3333333333333333,-0.3217505543966422
appropriately,0.0,0.0
agreement,0.14285714285714285,0.1418970546041639
rest,0.36,0.3455555805817121
realistically,-1.0,-0.7853981633974483
handle,0.125,0.12435499454676145
situation,0.14814814814814814,0.1470783553884025
let,-0.028571428571428567,-0.028563657838759995
guidance,-1.0,-0.7853981633974483
random,-0.4666666666666667,-0.4366271598135413
every,-0.1956521739130435,-0.19321148384780604
week,0.4814814814814815,0.4487233440107211
massacre,0.0,0.0
either,-0.1851851851851852,-0.18311081726248413
wing,-0.5,-0.4636476090008061
extremist,-0.4545454545454545,-0.4266274931268761
muslim,-0.3333333333333333,-0.3217505543966422
common,-0.16666666666666666,-0.16514867741462685
mentally,-0.29411764705882354,-0.2860514417173182
ill,-0.05263157894736842,-0.052583061610941714
view,-0.29411764705882354,-0.2860514417173182
religion,0.13043478260869565,0.1297025371559121
negative,-0.14285714285714285,-0.1418970546041639
consequence,0.07692307692307693,0.07677189126977804
term,0.2222222222222222,0.21866894587394195
region,-0.05263157894736842,-0.052583061610941714
hospital,0.18181818181818185,0.17985349979247828
yemen,0.42857142857142855,0.4048917862850834
devastate,0.5555555555555556,0.5070985043923371
by,-0.020408163265306117,-0.020405330686538086
start,-0.1590909090909091,-0.15776873759595395
spread,0.3888888888888889,0.3708912888126624
among,0.2307692307692308,0.2267988480538859
population,0.7777777777777778,0.6610431688506869
control,0.10256410256410256,0.10220671810725353
outside,-0.047619047619047616,-0.0475831032769834
humanitarian,0.6,0.5404195002705842
aid,0.3,0.2914567944778671
soon,0.13513513513513514,0.13432144195296852
name,0.07142857142857142,0.07130746478529032
answer,-0.3,-0.2914567944778671
president,-0.2,-0.1973955598498808
now,-0.032490974729241874,-0.032479548787500416
discredit,-1.0,-0.7853981633974483
success,-0.25,-0.2449786631268641
somebody,-0.1,-0.09966865249116204
burn,0.21739130434782608,0.2140606835638215
church,-0.42857142857142855,-0.4048917862850834
relate,0.0,0.0
affiliate,0.3333333333333333,0.3217505543966422
cause,0.08641975308641975,0.08620557367577884
turtle,-0.29411764705882354,-0.2860514417173182
fade,-1.0,-0.7853981633974483
habitat,0.0,0.0
temperature,0.1111111111111111,0.11065722117389563
rise,0.047619047619047616,0.0475831032769834
annually,0.0,0.0
human,0.17006802721088435,0.16845627284991288
try,-0.06909090909090909,-0.06898128650493934
contribute,0.07692307692307693,0.07677189126977804
carbon,-0.5,-0.4636476090008061
dioxide,-1.0,-0.7853981633974483
consumption,-1.0,-0.7853981633974483
global,-0.09090909090909093,-0.09065988720074512
warming,0.047619047619047616,0.0475831032769834
t,0.028571428571428567,0.028563657838759995
extinct,0.3333333333333333,0.3217505543966422
grandchild,0.6666666666666666,0.5880026035475675
shooting,-0.3714285714285713,-0.3556358843007598
example,-0.35294117647058826,-0.3392926144540447
w,-1.0,-0.7853981633974483
wrongly,-1.0,-0.7853981633974483
prosecute,-0.42857142857142855,-0.4048917862850834
gentleman,0.0,0.0
re,0.6666666666666666,0.5880026035475675
trial,-0.6,-0.5404195002705842
since,-0.10344827586206896,-0.10308160852270024
concur,-1.0,-0.7853981633974483
lie,-0.05263157894736842,-0.052583061610941714
judge,-0.3333333333333333,-0.3217505543966422
fairly,-0.14285714285714285,-0.1418970546041639
discriminate,-1.0,-0.7853981633974483
felt,-1.0,-0.7853981633974483
ton,-0.16666666666666666,-0.16514867741462685
wild,0.0625,0.06241880999595735
fire,0.275,0.2683662109059069
destroy,-0.19230769230769232,-0.18998828791871566
farm,0.0,0.0
animal,0.27102803738317754,0.2646697719903776
living,0.2727272727272727,0.2662520491509253
buy,-0.08333333333333333,-0.08314123188844122
sell,0.2222222222222222,0.21866894587394195
crop,-0.2,-0.1973955598498808
organization,0.1724137931034483,0.1707352114752828
nor,0.0,0.0
couldn,0.0,0.0
cremate,-1.0,-0.7853981633974483
entitle,-1.0,-0.7853981633974483
crime,-0.18181818181818185,-0.17985349979247828
today,-0.018867924528301886,-0.018865686021670783
criminal,-0.12,-0.11942892601833845
dangerous,-0.1111111111111111,-0.11065722117389563
activity,0.3333333333333333,0.3217505543966422
place,0.006289308176100629,0.006289225252707374
kind,-0.07006369426751592,-0.06994938504078188
far,-0.08196721311475409,-0.08178438061799599
geographically,1.0,0.7853981633974483
international,-0.047619047619047616,-0.0475831032769834
farmer,0.25,0.2449786631268641
everywhere,0.2,0.1973955598498808
pest,1.0,0.7853981633974483
interfere,0.0,0.0
elephant,0.7777777777777778,0.6610431688506869
completely,-0.0196078431372549,-0.019605330857204686
smart,-0.09090909090909093,-0.09065988720074512
hungry,1.0,0.7853981633974483
wonder,-0.0707070707070707,-0.07058958981887359
plan,0.043478260869565216,0.04345089539153084
feed,0.5,0.4636476090008061
may,0.13966480446927373,0.13876717437062888
communicate,0.0,0.0
abstract,1.0,0.7853981633974483
climate,-0.11827956989247312,-0.11773257480409365
change,-0.16279069767441862,-0.16137511042069147
worrisome,-0.6666666666666666,-0.5880026035475675
rid,-0.3333333333333333,-0.3217505543966422
corporate,0.0,0.0
contribution,-0.3333333333333333,-0.3217505543966422
politician,-0.4,-0.3805063771123649
lobing,0.0,0.0
die,0.2476190476190477,0.2427365144177704
clearly,-0.1,-0.09966865249116204
possible,-0.14285714285714285,-0.1418970546041639
eo,0.0,0.0
profit,0.125,0.12435499454676145
limit,-0.2,-0.1973955598498808
power,0.2,0.1973955598498808
focus,-0.4666666666666667,-0.4366271598135413
specie,0.125,0.12435499454676145
planet,-0.03225806451612903,-0.03224688243525392
instead,-0.05882352941176471,-0.05875582271572269
shocking,0.2307692307692308,0.2267988480538859
africa,0.3333333333333333,0.3217505543966422
news,0.07272727272727272,0.07259945373049463
horrific,0.2727272727272727,0.2662520491509253
number,0.024390243902439025,0.024385409172718538
harm,0.2608695652173913,0.2551823906208184
huge,0.1,0.09966865249116204
crisis,0.2727272727272727,0.2662520491509253
level,0.2413793103448276,0.23684876094692026
genocide,1.0,0.7853981633974483
history,0.05882352941176471,0.05875582271572269
ok,-0.42857142857142855,-0.4048917862850834
small,0.0,0.0
earthquake,0.05882352941176471,0.05875582271572269
building,0.0,0.0
major,0.3333333333333333,0.3217505543966422
effort,-0.1875,-0.1853479499956948
nation,0.08108108108108109,0.0809040991552306
prone,-0.6666666666666666,-0.5880026035475675
bit,-0.4222222222222222,-0.3995154939993745
prevent,-0.13043478260869565,-0.1297025371559121
inevitably,-1.0,-0.7853981633974483
hit,-0.17647058823529413,-0.17467219900823971
affect,-0.2,-0.1973955598498808
depression,0.0,0.0
decide,-0.1875,-0.1853479499956948
individual,-0.17391304347826084,-0.17219081452293902
side,-0.11864406779661014,-0.11809202841909396
effect,0.02127659574468085,0.021273386024061203
medicine,0.6666666666666666,0.5880026035475675
nothing,-0.22916666666666666,-0.2252767792140553
critical,-0.3333333333333333,-0.3217505543966422
craze,1.0,0.7853981633974483
person,0.0,0.0
murder,-0.09090909090909093,-0.09065988720074512
two,0.21739130434782608,0.2140606835638215
overseas,0.0,0.0
force,0.2285714285714285,0.22471116841464267
sex,-0.28,-0.2730087030867106
sometimes,0.09090909090909093,0.09065988720074512
disturb,0.2307692307692308,0.2267988480538859
point,0.015384615384615384,0.015383401780595152
illness,-0.05263157894736842,-0.052583061610941714
fear,0.0,0.0
eventually,0.14285714285714285,0.1418970546041639
classify,-0.14285714285714285,-0.1418970546041639
crowd,-0.2,-0.1973955598498808
finger,0.0,0.0
pointing,0.0,0.0
spend,-0.26666666666666666,-0.26060239174734096
excuse,-0.2,-0.1973955598498808
rather,0.05882352941176471,0.05875582271572269
sis,-0.15151515151515152,-0.15037142800713454
role,1.0,0.7853981633974483
play,-0.06666666666666668,-0.06656816377582381
creation,1.0,0.7853981633974483
