,words,weights,weights-arctan
205,divide,-0.5384615384615384,-0.4939413689195812
206,into,0.09,0.08975817418995052
207,paragraph,-1.0,-0.7853981633974483
208,which,0.008,0.007999829339886634
209,extremely,-0.2972972972972973,-0.28897540999256643
210,painful,0.42857142857142855,0.4048917862850834
211,nonetheless,-1.0,-0.7853981633974483
212,zira,-0.36,-0.34555558058171215
213,virus,-0.14285714285714285,-0.1418970546041639
214,tend,-0.14285714285714285,-0.1418970546041639
215,semen,-1.0,-0.7853981633974483
216,vaginal,0.0,0.0
217,fluid,-1.0,-0.7853981633974483
218,extended,-1.0,-0.7853981633974483
219,amount,-0.030303030303030304,-0.0302937599187751
220,time,-0.09090909090909091,-0.09065988720074511
221,so,0.09935205183585313,0.09902707858432223
222,obvious,0.0,0.0
223,mate,0.75,0.6435011087932844
224,go,-0.017964071856287425,-0.01796213984785729
225,defective,-1.0,-0.7853981633974483
226,look,0.0,0.0
227,arrogant,0.0,0.0
228,kim,-1.0,-0.7853981633974483
229,karmathian,-1.0,-0.7853981633974483
230,finally,0.0,0.0
231,deserve,-0.0967741935483871,-0.0964737751825869
232,rob,-0.14285714285714285,-0.1418970546041639
233,million,-0.05,-0.049958395721942765
234,bitter,0.2,0.19739555984988078
235,consider,-0.14893617021276595,-0.14784936525875556
236,robbery,-0.2,-0.19739555984988078
237,other,-0.07602339181286549,-0.07587743712548711
238,way,0.03289473684210526,0.032882879805511994
239,rich,-0.13043478260869565,-0.1297025371559121
240,superfluous,-1.0,-0.7853981633974483
241,gal,-1.0,-0.7853981633974483
242,broadcast,0.3333333333333333,0.3217505543966422
243,belonging,0.2,0.19739555984988078
244,social,-0.4482758620689655,-0.4214192068878042
245,medium,-0.375,-0.35877067027057225
246,guess,-0.38636363636363635,-0.3686959026580498
247,bring,0.07246376811594203,0.07233733053859498
248,upon,-0.14285714285714285,-0.1418970546041639
249,another,-0.16666666666666666,-0.16514867741462683
250,mental,-0.25,-0.24497866312686414
251,sickness,0.6,0.5404195002705842
252,american,0.21739130434782608,0.2140606835638215
253,police,0.02857142857142857,0.028563657838759995
254,against,-0.12359550561797752,-0.12297186956429715
255,black,-0.23636363636363636,-0.23210383807515567
256,resident,-0.1111111111111111,-0.11065722117389563
257,idea,0.029411764705882353,0.029403288204005115
258,why,-0.13744075829383887,-0.13658501957586686
259,sensitive,-1.0,-0.7853981633974483
260,fucking,-1.0,-0.7853981633974483
261,gun,-0.03614457831325301,-0.036128850512775534
262,shoot,-0.25252525252525254,-0.24735395557182355
263,if,-0.03006012024048096,-0.03005107092948561
264,respan,-1.0,-0.7853981633974483
265,something,-0.12857142857142856,-0.12786991855999985
266,twice,-0.3333333333333333,-0.3217505543966422
267,before,0.1623931623931624,0.16098781377080748
268,legitimate,-1.0,-0.7853981633974483
269,reason,-0.2631578947368421,-0.25732371497108864
270,body,-0.0196078431372549,-0.019605330857204686
271,cam,-1.0,-0.7853981633974483
272,public,0.024390243902439025,0.024385409172718538
273,see,0.08978328173374613,0.08954319308088873
274,shame,-0.08695652173913043,-0.08673833867598511
275,brine,-1.0,-0.7853981633974483
276,seem,-0.20141342756183744,-0.19875425466598046
277,horny,-1.0,-0.7853981633974483
278,male,0.09090909090909091,0.09065988720074511
279,college,-0.8181818181818182,-0.6857295109062863
280,student,-0.3333333333333333,-0.3217505543966422
281,courage,-1.0,-0.7853981633974483
282,pursue,0.3333333333333333,0.3217505543966422
283,love,0.1388888888888889,0.13800602365751946
284,rape,0.23809523809523808,0.23374318086890142
285,potential,0.0,0.0
286,lover,0.6666666666666666,0.5880026035475675
287,disgusting,-0.25,-0.24497866312686414
288,act,-0.2087912087912088,-0.2058341781041252
289,moral,0.14285714285714285,0.1418970546041639
290,corruption,-0.25,-0.24497866312686414
291,trauma,0.2,0.19739555984988078
292,female,0.47368421052631576,0.4423742229767449
293,victim,0.2676056338028169,0.26147881571224924
294,safe,0.023809523809523808,0.023805026185069942
295,again,-0.26666666666666666,-0.26060239174734096
296,hope,0.17757009345794392,0.17573829668536678
297,sentence,0.16666666666666666,0.16514867741462683
298,jail,0.4,0.3805063771123649
299,long,-0.045871559633027525,-0.04583942588111678
300,through,0.19753086419753085,0.19502026740492137
301,sad,0.23376623376623376,0.22964244228513467
302,iraqi,0.5294117647058824,0.48689923181126904
303,future,-0.15384615384615385,-0.15264932839526515
304,uncertain,1.0,0.7853981633974483
305,hard,0.08571428571428572,0.08550529367820464
306,find,0.0,0.0
307,job,0.0,0.0
308,economy,0.07692307692307693,0.07677189126977804
309,than,0.12280701754385964,0.12219517069135505
310,only,0.07291666666666667,0.07278784860392513
311,imagine,0.3333333333333333,0.3217505543966422
312,difficult,0.23529411764705882,0.23109066719589708
313,must,0.23880597014925373,0.23441567572381078
314,sorry,-0.14285714285714285,-0.1418970546041639
315,dakotas,1.0,0.7853981633974483
316,parent,0.3411764705882353,0.3287926915049544
317,adult,0.44,0.41450687458478597
318,split,0.0,0.0
319,one,0.019189765458422176,0.019187410453585144
320,unfortunate,0.0967741935483871,0.0964737751825869
321,could,-0.09243697478991597,-0.09217503755646181
322,work,0.17365269461077845,0.17193809782374483
323,still,0.05084745762711865,0.050803704058221655
324,remain,0.8333333333333334,0.6947382761967033
325,civil,0.0,0.0
326,around,-0.037037037037037035,-0.037020115873930025
327,kid,0.032679738562091505,0.032668112401915715
328,romantically,1.0,0.7853981633974483
329,mean,0.02127659574468085,0.021273386024061203
330,will,-0.09486166007905138,-0.0945786416333336
331,wear,0.058823529411764705,0.05875582271572269
332,violence,0.2692307692307692,0.26299473168091947
333,over,-0.0196078431372549,-0.019605330857204686
334,politic,-0.16129032258064516,-0.15991312315821926
335,upsetting,0.29411764705882354,0.2860514417173182
336,easy,-0.17391304347826086,-0.17219081452293902
337,grant,0.0,0.0
338,lucky,0.16666666666666666,0.16514867741462683
339,worry,-0.06451612903225806,-0.06442683942555355
340,kill,0.09019607843137255,0.08995267374014891
341,daily,0.2857142857142857,0.27829965900511133
342,basis,-0.42857142857142855,-0.4048917862850834
343,government,0.006993006993006993,0.0069928930053333276
344,democratic,0.3333333333333333,0.3217505543966422
345,voice,0.0,0.0
346,case,0.08108108108108109,0.0809040991552306
347,almost,0.3,0.2914567944778671
348,everyone,-0.0297029702970297,-0.029694239606909516
349,opinion,-0.4444444444444444,-0.41822432957922906
350,hilary,-1.0,-0.7853981633974483
351,clinton,0.5555555555555556,0.507098504392337
352,donald,-0.2558139534883721,-0.25044308961135187
353,trump,-0.3333333333333333,-0.3217505543966422
354,many,0.15950920245398773,0.1581766788297837
355,expect,-0.14285714285714285,-0.1418970546041639
356,win,-0.2653061224489796,-0.25933174440068485
357,here,-0.11267605633802817,-0.1122028149972544
358,political,0.09090909090909091,0.09065988720074511
359,scandal,-1.0,-0.7853981633974483
360,unfold,-0.2,-0.19739555984988078
361,continue,-0.06060606060606061,-0.060532019782107135
362,unravel,-1.0,-0.7853981633974483
363,agree,-0.20833333333333334,-0.2053953891897674
364,benghazi,-1.0,-0.7853981633974483
365,investigation,0.42857142857142855,0.4048917862850834
366,end,-0.0743801652892562,-0.07424345165158135
367,world,0.023076923076923078,0.023072827890143924
368,hunger,1.0,0.7853981633974483
369,large,0.47058823529411764,0.4398425828157362
370,especially,0.2608695652173913,0.2551823906208184
371,like,-0.04667609618104668,-0.0466422433395516
372,waste,0.0,0.0
373,pass,0.15789473684210525,0.15660187698201536
374,street,-0.15789473684210525,-0.15660187698201536
375,simply,0.03225806451612903,0.03224688243525392
376,eat,0.037037037037037035,0.037020115873930025
377,heartbreake,-0.07692307692307693,-0.07677189126977804
378,suffer,0.2,0.19739555984988078
379,option,0.0,0.0
380,amazing,0.043478260869565216,0.04345089539153084
381,overweight,-1.0,-0.7853981633974483
382,obese,0.0,0.0
383,believe,-0.07547169811320754,-0.07532889082834011
384,wasteful,-1.0,-0.7853981633974483
385,lot,-0.08045977011494253,-0.08028681528301647
386,then,-0.14285714285714285,-0.1418970546041639
387,throw,-0.18518518518518517,-0.18311081726248413
388,away,0.1485148514851485,0.147437164127938
389,too,0.06532663316582915,0.06523394175231864
390,belong,-0.6666666666666666,-0.5880026035475675
391,wish,-0.10344827586206896,-0.10308160852270024
392,donate,0.23809523809523808,0.23374318086890142
393,restaurant,-1.0,-0.7853981633974483
394,unused,-1.0,-0.7853981633974483
395,homeless,-0.6666666666666666,-0.5880026035475675
396,shelter,0.5,0.4636476090008061
397,crazy,-0.2553191489361702,-0.24997862146082245
398,story,0.0,0.0
399,facet,-1.0,-0.7853981633974483
400,oh,0.21739130434782608,0.2140606835638215
401,my,0.3333333333333333,0.3217505543966422
402,god,0.3548387096774194,0.34097895349634944
403,hand,0.08771929824561403,0.0874953408023913
404,support,0.06060606060606061,0.060532019782107135
405,eye,-0.23076923076923078,-0.2267988480538859
406,death,0.10869565217391304,0.10827059086045604
407,penalty,-0.2,-0.19739555984988078
408,blind,0.0,0.0
409,someone,-0.11764705882352941,-0.11710874456686428
410,where,-0.11731843575418995,-0.1167845954696274
411,woman,0.12222222222222222,0.12161902326134658
412,struggle,0.07692307692307693,0.07677189126977804
413,justice,0.2682926829268293,0.26211984126547283
414,system,-0.034482758620689655,-0.034469100999508014
415,develop,-0.3333333333333333,-0.3217505543966422
416,year,0.05945945945945946,0.059389536192361314
417,old,0.24210526315789474,0.23753463189561275
418,irl,-1.0,-0.7853981633974483
419,wrong,0.04878048780487805,0.04874185130993159
420,guy,-0.18181818181818182,-0.17985349979247828
421,america,0.13580246913580246,0.1349767498539234
422,right,0.009900990099009901,0.009900666587988573
423,condemn,-0.75,-0.6435011087932844
424,action,-0.13725490196078433,-0.13640260440094745
425,entirely,-0.75,-0.6435011087932844
426,different,0.02564102564102564,0.02563540852167748
427,necrotize,1.0,0.7853981633974483
428,faucitis,1.0,0.7853981633974483
429,scary,-0.14285714285714285,-0.1418970546041639
430,tiny,0.2,0.19739555984988078
431,cut,0.125,0.12435499454676144
432,disease,0.4634146341463415,0.4339533693938966
433,high,0.1111111111111111,0.11065722117389563
434,likelihood,1.0,0.7853981633974483
435,similar,0.2631578947368421,0.25732371497108864
436,bacteria,-0.5714285714285714,-0.5191461142465229
437,call,0.2054794520547945,0.20265866914747613
438,naegleria,1.0,0.7853981633974483
439,fowlery,1.0,0.7853981633974483
440,nostril,1.0,0.7853981633974483
441,basically,-0.14285714285714285,-0.1418970546041639
442,brain,-0.2857142857142857,-0.27829965900511133
443,nature,-0.05555555555555555,-0.05549850524571683
444,metal,0.6666666666666666,0.5880026035475675
445,totally,-0.17647058823529413,-0.17467219900823971
446,protester,0.5,0.4636476090008061
447,trouble,-0.037037037037037035,-0.037020115873930025
448,oil,0.1,0.09966865249116204
449,pipeline,0.29411764705882354,0.2860514417173182
450,michigan,0.6,0.5404195002705842
451,foist,1.0,0.7853981633974483
452,local,0.07142857142857142,0.07130746478529032
453,community,0.09523809523809523,0.09495170634275632
454,without,0.07894736842105263,0.0787839609891438
455,whether,-0.21428571428571427,-0.21109333322274654
456,adequate,1.0,0.7853981633974483
457,study,0.3125,0.3028848683749714
458,leak,-0.14285714285714285,-0.1418970546041639
459,pollution,0.25,0.24497866312686414
460,important,0.36363636363636365,0.348771003583907
461,thing,-0.11374407582938388,-0.11325731931870982
462,life,0.261455525606469,0.2557309369179654
463,money,-0.11864406779661017,-0.11809202841909398
464,confused,0.0,0.0
465,multiple,0.06666666666666667,0.06656816377582381
466,mush,1.0,0.7853981633974483
467,together,0.19047619047619047,0.18822150530477075
468,perturb,0.0,0.0
469,lady,0.3684210526315789,0.35299038782691045
470,ridiculous,-0.3125,-0.3028848683749714
471,weigh,0.6,0.5404195002705842
472,pound,0.6666666666666666,0.5880026035475675
473,obviously,-0.15789473684210525,-0.15660187698201536
474,calorie,1.0,0.7853981633974483
475,diet,1.0,0.7853981633974483
476,weight,0.8,0.6747409422235527
477,scale,1.0,0.7853981633974483
478,tell,0.06306306306306306,0.06297966243294455
479,measure,-0.2857142857142857,-0.27829965900511133
480,tape,-0.2,-0.19739555984988078
481,mexican,-0.42857142857142855,-0.4048917862850834
482,horrifying,0.5,0.4636476090008061
483,pull,-0.16666666666666666,-0.16514867741462683
484,soldier,0.29411764705882354,0.2860514417173182
485,stop,-0.13821138211382114,-0.13734127746693392
486,target,0.25,0.24497866312686414
487,hate,-0.011235955056179775,-0.011235482257962729
488,longer,-0.25925925925925924,-0.2536740961386427
489,inflict,0.3333333333333333,0.3217505543966422
490,damage,0.07692307692307693,0.07677189126977804
491,troop,0.09090909090909091,0.09065988720074511
492,air,0.07317073170731707,0.07304056530311932
493,potentially,-0.16666666666666666,-0.16514867741462683
494,link,0.0,0.0
495,increase,0.0,0.0
496,young,0.22388059701492538,0.220248723390689
497,often,-0.18518518518518517,-0.18311081726248413
498,account,-0.2972972972972973,-0.28897540999256643
499,fossil,-0.5,-0.4636476090008061
500,fuel,0.058823529411764705,0.05875582271572269
501,company,-0.09375,-0.09347678115858947
502,society,0.1111111111111111,0.11065722117389563
503,praise,-1.0,-0.7853981633974483
504,create,0.12,0.11942892601833845
505,use,-0.04597701149425287,-0.04594465580811971
506,tax,-0.3333333333333333,-0.3217505543966422
507,appropriately,0.0,0.0
508,agreement,0.14285714285714285,0.1418970546041639
509,rest,0.36,0.34555558058171215
510,realistically,-1.0,-0.7853981633974483
511,handle,0.125,0.12435499454676144
512,situation,0.14814814814814814,0.1470783553884025
513,let,-0.02857142857142857,-0.028563657838759995
514,guidance,-1.0,-0.7853981633974483
515,random,-0.4666666666666667,-0.43662715981354133
516,every,-0.1956521739130435,-0.19321148384780604
517,week,0.48148148148148145,0.4487233440107211
518,massacre,0.0,0.0
519,either,-0.18518518518518517,-0.18311081726248413
520,wing,-0.5,-0.4636476090008061
521,extremist,-0.45454545454545453,-0.4266274931268761
522,muslim,-0.3333333333333333,-0.3217505543966422
523,common,-0.16666666666666666,-0.16514867741462683
524,mentally,-0.29411764705882354,-0.2860514417173182
525,ill,-0.05263157894736842,-0.052583061610941714
526,view,-0.29411764705882354,-0.2860514417173182
527,religion,0.13043478260869565,0.1297025371559121
528,negative,-0.14285714285714285,-0.1418970546041639
529,consequence,0.07692307692307693,0.07677189126977804
530,term,0.2222222222222222,0.21866894587394195
531,region,-0.05263157894736842,-0.052583061610941714
532,hospital,0.18181818181818182,0.17985349979247828
533,yemen,0.42857142857142855,0.4048917862850834
534,devastate,0.5555555555555556,0.507098504392337
535,by,-0.02040816326530612,-0.020405330686538086
536,start,-0.1590909090909091,-0.15776873759595397
537,spread,0.3888888888888889,0.37089128881266237
538,among,0.23076923076923078,0.2267988480538859
539,population,0.7777777777777778,0.6610431688506869
540,control,0.10256410256410256,0.10220671810725353
541,outside,-0.047619047619047616,-0.047583103276983396
542,humanitarian,0.6,0.5404195002705842
543,aid,0.3,0.2914567944778671
544,soon,0.13513513513513514,0.13432144195296852
545,name,0.07142857142857142,0.07130746478529032
546,answer,-0.3,-0.2914567944778671
547,president,-0.2,-0.19739555984988078
548,now,-0.032490974729241874,-0.032479548787500416
549,discredit,-1.0,-0.7853981633974483
550,success,-0.25,-0.24497866312686414
551,somebody,-0.1,-0.09966865249116204
552,burn,0.21739130434782608,0.2140606835638215
553,church,-0.42857142857142855,-0.4048917862850834
554,relate,0.0,0.0
555,affiliate,0.3333333333333333,0.3217505543966422
556,cause,0.08641975308641975,0.08620557367577884
557,turtle,-0.29411764705882354,-0.2860514417173182
558,fade,-1.0,-0.7853981633974483
559,habitat,0.0,0.0
560,temperature,0.1111111111111111,0.11065722117389563
561,rise,0.047619047619047616,0.047583103276983396
562,annually,0.0,0.0
563,human,0.17006802721088435,0.16845627284991288
564,try,-0.06909090909090909,-0.06898128650493934
565,contribute,0.07692307692307693,0.07677189126977804
566,carbon,-0.5,-0.4636476090008061
567,dioxide,-1.0,-0.7853981633974483
568,consumption,-1.0,-0.7853981633974483
569,global,-0.09090909090909091,-0.09065988720074511
570,warming,0.047619047619047616,0.047583103276983396
571,t,0.02857142857142857,0.028563657838759995
572,extinct,0.3333333333333333,0.3217505543966422
573,grandchild,0.6666666666666666,0.5880026035475675
574,shooting,-0.37142857142857144,-0.3556358843007598
575,example,-0.35294117647058826,-0.3392926144540447
576,w,-1.0,-0.7853981633974483
577,wrongly,-1.0,-0.7853981633974483
578,prosecute,-0.42857142857142855,-0.4048917862850834
579,gentleman,0.0,0.0
580,re,0.6666666666666666,0.5880026035475675
581,trial,-0.6,-0.5404195002705842
582,since,-0.10344827586206896,-0.10308160852270024
583,concur,-1.0,-0.7853981633974483
584,lie,-0.05263157894736842,-0.052583061610941714
585,judge,-0.3333333333333333,-0.3217505543966422
586,fairly,-0.14285714285714285,-0.1418970546041639
587,discriminate,-1.0,-0.7853981633974483
588,felt,-1.0,-0.7853981633974483
589,ton,-0.16666666666666666,-0.16514867741462683
590,wild,0.0625,0.06241880999595735
591,fire,0.275,0.2683662109059069
592,destroy,-0.19230769230769232,-0.18998828791871572
593,farm,0.0,0.0
594,animal,0.27102803738317754,0.26466977199037756
595,living,0.2727272727272727,0.2662520491509253
596,buy,-0.08333333333333333,-0.08314123188844122
597,sell,0.2222222222222222,0.21866894587394195
598,crop,-0.2,-0.19739555984988078
599,organization,0.1724137931034483,0.1707352114752828
600,nor,0.0,0.0
601,couldn,0.0,0.0
602,cremate,-1.0,-0.7853981633974483
603,entitle,-1.0,-0.7853981633974483
604,crime,-0.18181818181818182,-0.17985349979247828
605,today,-0.018867924528301886,-0.018865686021670786
606,criminal,-0.12,-0.11942892601833845
607,dangerous,-0.1111111111111111,-0.11065722117389563
608,activity,0.3333333333333333,0.3217505543966422
609,place,0.006289308176100629,0.006289225252707374
610,kind,-0.07006369426751592,-0.06994938504078187
611,far,-0.08196721311475409,-0.08178438061799599
612,geographically,1.0,0.7853981633974483
613,international,-0.047619047619047616,-0.047583103276983396
614,farmer,0.25,0.24497866312686414
615,everywhere,0.2,0.19739555984988078
616,pest,1.0,0.7853981633974483
617,interfere,0.0,0.0
618,elephant,0.7777777777777778,0.6610431688506869
619,completely,-0.0196078431372549,-0.019605330857204686
620,smart,-0.09090909090909091,-0.09065988720074511
621,hungry,1.0,0.7853981633974483
622,wonder,-0.0707070707070707,-0.07058958981887359
623,plan,0.043478260869565216,0.04345089539153084
624,feed,0.5,0.4636476090008061
625,may,0.13966480446927373,0.13876717437062888
626,communicate,0.0,0.0
627,abstract,1.0,0.7853981633974483
628,climate,-0.11827956989247312,-0.11773257480409362
629,change,-0.16279069767441862,-0.16137511042069147
630,worrisome,-0.6666666666666666,-0.5880026035475675
631,rid,-0.3333333333333333,-0.3217505543966422
632,corporate,0.0,0.0
633,contribution,-0.3333333333333333,-0.3217505543966422
634,politician,-0.4,-0.3805063771123649
635,lobing,0.0,0.0
636,die,0.24761904761904763,0.2427365144177704
